User,Comment Date,Comment
koszarek06,"October 25, 2021","My favorite pen for illustrations that I plan to paint over. Behaves beautifully
on Tomoe River paper."
Ecmiles1998,"October 14, 2021","By far from the pens ive ordered so far, my favorite to write with. Youve gotta
be careful with it but it with almost no effort just glides across the paper or
whatever else youre writing on.Holds up to ethanol well."
analalyre,"June 21, 2021",Super fine tip...just what i need it
katherine.m.orlando,"June 16, 2021",Great pen by well-known pen manufacturer. Very happy with it so far.
ssarcari,"June 10, 2021",I use this for my small planner stencils.
houska-77,"May 20, 2021","Always the best pen for fine writing or drawing. The tip is sturdy and the pen
lasts for a couple years without drying out, if it's not used constantly."
thythy_0302,"April 6, 2021",My favorite pen always 
Chrislovsmell,"March 22, 2021","These pens are nothing less than amazing. You wont be disappointed if your
looking for pen poin precision "
deborahellenschmitt,"March 13, 2021",excellant
christym,"February 11, 2021",Very fast delivery.  Perfect archival pens for what we need.
pspiri,"February 5, 2021",I knew what I was buying as I have had one for quite some time. Use it regularly
wasatchpink,"December 26, 2020",I love how this pen writes
moonstalker24,"November 25, 2020","I like the pigma microns because not only are they good liner pens, they aren't
water based, so after drying they don't smudge under other colors. I like the
fineness of the 005. Just be careful how hard you press when using it, as the
tip will end up being pushed into the needle and then it's no longer functional,
but that's the case with most fineliners with such a thin tip."
Lupita,"October 28, 2020",Satisfying to write with
jakkcutlipart,"October 28, 2020",Great!
bh0456,"October 21, 2020",Love this for sketching - will be ordering more.
ishild90,"October 15, 2020",Pen is holding up very nicely and works great for fine lines. 
autumnesquirrel,"October 14, 2020",So tiny and perfect.
jkylman,"September 28, 2020","Great for inking art, better than a sharpie and regular ink."
soybeans,"September 27, 2020","Perfect size on my hobonichi. I previously use the 02 (.35) and the font looks
bold on my hobonichi. This one really shows the EF size. Will purchase again."
greenade3,"September 2, 2020","This is my favorite pen for ultra fine details. You cant get a pen smaller than
this. Ultra reliable. "
thenightowl_1,"September 1, 2020","Sakura Pigma Micron pens have been my go-to for black, archival quality
fiber-tip pens for artwork for many years.  "
flaxen7,"August 5, 2020",I love these pens and used them for 20 years for art and writing.
maynardmail34,"July 31, 2020","I first encountered these pens in a 10 pack I bought off Wish. It only came with
one 005 pen and I used the hell out of it. So I bought more of them. I love
005's for their very fine detail they're capable of. A great pen, I would
recommend buying it at this point in my life. Also the shipping side was smooth
and without any problems, I may buy more products from this online retailer."
Paper Waves,"July 30, 2020",My go to’s for line drawing and detail
estilan,"July 20, 2020",always clean n sharp point
gabilawrey,"July 10, 2020","This is very tiny, but it makes a really great, sketchy look."
jessieraemonclaart,"March 23, 2020",Amazing quality.
neox7769,"September 16, 2019",Great pen. Just what I needed.
omar_valero,"August 6, 2019","Not very reliable either. Works half of the time on plastics- main reason for
purchase. Tip dries up fast during application. Not recommended."
od di,"June 25, 2019",Very fine lines. Real nice fine lines. It's a Micron!
plangereis,"April 19, 2019","An excellent pen for fine pointillism work.  This product was recommended by an
artist I emailed.  I have definitely not regretted this purchase, and will buy
more when mine run out."
savanna,"February 20, 2019","The ink doesn’t bleed it’s smooth doesn’t erase and it’s really black
it’s just the perfect pen"
green2198,"October 27, 2018",One of my favorites -- I keep these babies on-hand at all times. 
jennicrafter13,"September 5, 2018","The extremely fine nib makes this pen perfect for me!  And the delivery by your
staff handled the order with great speed."
April Kay,"June 21, 2018","I didn't like this pen at first because I tended to be very heavy-handed when I
was writing or drawing, and that ruins the tip of these sorts of pens (also
happened to me with Sharpie pens, embarrassingly enough). But after I made it a
point to ease up on the pressure, I discovered that I loved these pens. They're
perfect for drawing, especially the size 005 because of how fine and precise it
is, and they don't bleed when wet, which makes them great to use with
watercolors. The ink also tends to dry fairly quick too. If you're the type to
sketch out your drawings with pencil first and then trace over it with the Pigma
Micron, be careful when erasing the pencil lines. I use a Pentel Ain ""soft""
eraser and sometimes it can make the ink fade slightly. "
lillian,"February 23, 2018","this pen ins almost unbelievably good, its skip-less, and is invariably
perfectly sensitive to pressure, while it is sold as a fine liner, it is perhaps
the most versatile pen i have ever used, i recommend this over any other black
pen i have seen."
sbtalley,"February 12, 2018","I found this feathered a little more than expected. The pigment wasn't totally
consistent. "
cruzjenina79,"January 22, 2018",I will buy this again. Really good product.
loyal.14.ms,"January 16, 2018",very good
mislas,"November 28, 2017","Great pens- they don't bleed, they dry fast and are great for marking up
drawings."
laragoni,"September 7, 2017","Dependable, long-lasting, with really fine points. These are quality pens,
unlike those I bought from the big name online company. I'm sure those were
either seconds or scrounged from a trash bin. "
lamb.w,"February 23, 2017","Wonderful  product. The order was delivered in great time and works well.
Totally waterproof on all the surfaces I tried it even the back of some
photographs. I'd highly recommend it and would purchase again."
beckie123123,"January 22, 2017","I loved the pen when it came in but after 2-3 days of use, the part of the pen
that belt the ink to write started caving into the pen, so I couldn't write with
them unless I was holding it exactly Vertically from the paper"
martysiebel,"October 18, 2016","I've used these quality pens for sometime now and consider them best in class.
Precise, consistent, bleed-proof and water-proof lines. Your creations can be as
intricate and small as your vision allows. Color choice would be the next step."
lionheart,"October 12, 2016","I love this pen! Great for details and doesn't bleed. The pigment is on point.
And it's perfect for lining. I've bought several of these from jetpens and I
totally make sure to restock whenever I purchase from here. 10/10."
sumi,"July 18, 2016","As usual, never disappointed with Sakura pens!"
pinescrim,"July 12, 2016","Having destroyed  a considerable number of Rapidograph pens either through
neglect or clumsiness, this pen makes a fine substitute. It does not break my
heart .when I drop it point first on cold, hard, tile floor. Gravity has a mean
sense of humor at my house."
Kussou,"June 5, 2016","My favourite pen to ink with, but now I have the school Nic fountain pen. I
still use this though, it's pretty nice."
